"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2015M04","Denmark","Total","Total","From 18 to 34 years","First time applicant","Person","280"
"2015M04","Denmark","Total","Total","From 35 to 64 years","Asylum applicant","Person","135"
"2015M04","Denmark","Total","Total","From 35 to 64 years","First time applicant","Person","135"
"2015M04","Denmark","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M04","Denmark","Total","Total","65 years or over","First time applicant","Person","5"
"2015M04","Germany (until 1990 former territory of the FRG)","Total","Total","Less than 14 years","Asylum applicant","Person","7 235"
"2015M04","Germany (until 1990 former territory of the FRG)","Total","Total","Less than 14 years","First time applicant","Person","6 560"
"2015M04","Germany (until 1990 former territory of the FRG)","Total","Total","From 14 to 17 years","Asylum applicant","Person","1 915"
"2015M04","Germany (until 1990 former territory of the FRG)","Total","Total","From 14 to 17 years","First time applicant","Person","1 730"
"2015M04","Germany (until 1990 former territory of the FRG)","Total","Total","From 18 to 34 years","Asylum applicant","Person","13 950"
"2015M04","Germany (until 1990 former territory of the FRG)","Total","Total","From 18 to 34 years","First time applicant","Person","12 825"
"2015M04","Germany (until 1990 former territory of the FRG)","Total","Total","From 35 to 64 years","Asylum applicant","Person","5 450"
"2015M04","Germany (until 1990 former territory of the FRG)","Total","Total","From 35 to 64 years","First time applicant","Person","4 565"
"2015M04","Germany (until 1990 former territory of the FRG)","Total","Total","65 years or over","Asylum applicant","Person","185"
"2015M04","Germany (until 1990 former territory of the FRG)","Total","Total","65 years or over","First time applicant","Person","160"
"2015M04","Estonia","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M04","Estonia","Total","Total","Less than 14 years","First time applicant","Person","5"
"2015M04","Estonia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M04","Estonia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M04","Estonia","Total","Total","From 18 to 34 years","Asylum applicant","Person","15"
"2015M04","Estonia","Total","Total","From 18 to 34 years","First time applicant","Person","15"
"2015M04","Estonia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M04","Estonia","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M04","Estonia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M04","Estonia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M04","Ireland","Total","Total","Less than 14 years","Asylum applicant","Person","20"
"2015M04","Ireland","Total","Total","Less than 14 years","First time applicant","Person","20"
"2015M04","Ireland","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M04","Ireland","Total","Total","From 14 to 17 years","First time applicant","Person","5"
"2015M04","Ireland","Total","Total","From 18 to 34 years","Asylum applicant","Person","200"
"2015M04","Ireland","Total","Total","From 18 to 34 years","First time applicant","Person","200"
"2015M04","Ireland","Total","Total","From 35 to 64 years","Asylum applicant","Person","40"
"2015M04","Ireland","Total","Total","From 35 to 64 years","First time applicant","Person","35"
"2015M04","Ireland","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M04","Ireland","Total","Total","65 years or over","First time applicant","Person","0"
"2015M04","Greece","Total","Total","Less than 14 years","Asylum applicant","Person","135"
"2015M04","Greece","Total","Total","Less than 14 years","First time applicant","Person","130"
"2015M04","Greece","Total","Total","From 14 to 17 years","Asylum applicant","Person","60"
"2015M04","Greece","Total","Total","From 14 to 17 years","First time applicant","Person","60"
"2015M04","Greece","Total","Total","From 18 to 34 years","Asylum applicant","Person","560"
"2015M04","Greece","Total","Total","From 18 to 34 years","First time applicant","Person","480"
"2015M04","Greece","Total","Total","From 35 to 64 years","Asylum applicant","Person","215"
"2015M04","Greece","Total","Total","From 35 to 64 years","First time applicant","Person","180"
"2015M04","Greece","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M04","Greece","Total","Total","65 years or over","First time applicant","Person","5"
"2015M04","Spain","Total","Total","Less than 14 years","Asylum applicant","Person","380"
"2015M04","Spain","Total","Total","Less than 14 years","First time applicant","Person","380"
"2015M04","Spain","Total","Total","From 14 to 17 years","Asylum applicant","Person","80"
"2015M04","Spain","Total","Total","From 14 to 17 years","First time applicant","Person","80"
"2015M04","Spain","Total","Total","From 18 to 34 years","Asylum applicant","Person","585"
"2015M04","Spain","Total","Total","From 18 to 34 years","First time applicant","Person","575"
"2015M04","Spain","Total","Total","From 35 to 64 years","Asylum applicant","Person","290"
"2015M04","Spain","Total","Total","From 35 to 64 years","First time applicant","Person","285"
"2015M04","Spain","Total","Total","65 years or over","Asylum applicant","Person","10"
"2015M04","Spain","Total","Total","65 years or over","First time applicant","Person","10"
"2015M04","France","Total","Total","Less than 14 years","Asylum applicant","Person","975"
"2015M04","France","Total","Total","Less than 14 years","First time applicant","Person","975"
"2015M04","France","Total","Total","From 14 to 17 years","Asylum applicant","Person","175"
"2015M04","France","Total","Total","From 14 to 17 years","First time applicant","Person","175"
"2015M04","France","Total","Total","From 18 to 34 years","Asylum applicant","Person","2 905"
"2015M04","France","Total","Total","From 18 to 34 years","First time applicant","Person","2 630"
"2015M04","France","Total","Total","From 35 to 64 years","Asylum applicant","Person","1 535"
"2015M04","France","Total","Total","From 35 to 64 years","First time applicant","Person","1 335"
"2015M04","France","Total","Total","65 years or over","Asylum applicant","Person","60"
"2015M04","France","Total","Total","65 years or over","First time applicant","Person","55"
"2015M04","Croatia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M04","Croatia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M04","Croatia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M04","Croatia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M04","Croatia","Total","Total","From 18 to 34 years","Asylum applicant","Person","5"
"2015M04","Croatia","Total","Total","From 18 to 34 years","First time applicant","Person","5"
"2015M04","Croatia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M04","Croatia","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M04","Croatia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M04","Croatia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M04","Italy","Total","Total","Less than 14 years","Asylum applicant","Person","225"
"2015M04","Italy","Total","Total","Less than 14 years","First time applicant","Person","220"
"2015M04","Italy","Total","Total","From 14 to 17 years","Asylum applicant","Person","190"
"2015M04","Italy","Total","Total","From 14 to 17 years","First time applicant","Person","185"
"2015M04","Italy","Total","Total","From 18 to 34 years","Asylum applicant","Person","3 590"
"2015M04","Italy","Total","Total","From 18 to 34 years","First time applicant","Person","3 535"
"2015M04","Italy","Total","Total","From 35 to 64 years","Asylum applicant","Person","575"
"2015M04","Italy","Total","Total","From 35 to 64 years","First time applicant","Person","550"
"2015M04","Italy","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M04","Italy","Total","Total","65 years or over","First time applicant","Person","5"
"2015M04","Cyprus","Total","Total","Less than 14 years","Asylum applicant","Person","25"
"2015M04","Cyprus","Total","Total","Less than 14 years","First time applicant","Person","20"
"2015M04","Cyprus","Total","Total","From 14 to 17 years","Asylum applicant","Person","10"
"2015M04","Cyprus","Total","Total","From 14 to 17 years","First time applicant","Person","10"
"2015M04","Cyprus","Total","Total","From 18 to 34 years","Asylum applicant","Person","90"
"2015M04","Cyprus","Total","Total","From 18 to 34 years","First time applicant","Person","80"
"2015M04","Cyprus","Total","Total","From 35 to 64 years","Asylum applicant","Person","35"
"2015M04","Cyprus","Total","Total","From 35 to 64 years","First time applicant","Person","35"
"2015M04","Cyprus","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M04","Cyprus","Total","Total","65 years or over","First time applicant","Person","0"
"2015M04","Latvia","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M04","Latvia","Total","Total","Less than 14 years","First time applicant","Person","5"
"2015M04","Latvia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M04","Latvia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M04","Latvia","Total","Total","From 18 to 34 years","Asylum applicant","Person","10"
"2015M04","Latvia","Total","Total","From 18 to 34 years","First time applicant","Person","10"
"2015M04","Latvia","Total","Total","From 35 to 64 years","Asylum applicant","Person","10"
"2015M04","Latvia","Total","Total","From 35 to 64 years","First time applicant","Person","10"
"2015M04","Latvia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M04","Latvia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M04","Lithuania","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M04","Lithuania","Total","Total","Less than 14 years","First time applicant","Person","5"
"2015M04","Lithuania","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M04","Lithuania","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M04","Lithuania","Total","Total","From 18 to 34 years","Asylum applicant","Person","10"
"2015M04","Lithuania","Total","Total","From 18 to 34 years","First time applicant","Person","5"
"2015M04","Lithuania","Total","Total","From 35 to 64 years","Asylum applicant","Person","10"
"2015M04","Lithuania","Total","Total","From 35 to 64 years","First time applicant","Person","10"
"2015M04","Lithuania","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M04","Lithuania","Total","Total","65 years or over","First time applicant","Person","0"
"2015M04","Luxembourg","Total","Total","Less than 14 years","Asylum applicant","Person","15"
"2015M04","Luxembourg","Total","Total","Less than 14 years","First time applicant","Person","15"
"2015M04","Luxembourg","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M04","Luxembourg","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M04","Luxembourg","Total","Total","From 18 to 34 years","Asylum applicant","Person","45"
"2015M04","Luxembourg","Total","Total","From 18 to 34 years","First time applicant","Person","35"
"2015M04","Luxembourg","Total","Total","From 35 to 64 years","Asylum applicant","Person","20"
